zona,municipio_cod,x_centroide,y_centroide,municipio
515,19.0,307739.44755244756,7393607.7272727275,Jandira
516,7.0,312458.1049723757,7389401.364640884,Cotia
517,7.0,308995.76923076925,7389341.076923077,Cotia
518,7.0,303721.18631178705,7387718.252217998,Cotia
519,7.0,304657.1403508772,7378700.5,Cotia
521,7.0,292983.9090909091,7379618.613636363,Cotia
522,39.0,295095.6710526316,7386177.940789473,Vargem Grande Paulista
523,17.0,299210.3674698795,7390476.578313253,Itapevi
524,17.0,303090.97407407407,7394721.048148148,Itapevi
525,17.0,300032.1413843888,7394869.447717231,Itapevi
526,31.0,306929.937439846,7405267.596727623,Santana do Parnaíba
527,25.0,295452.95336787566,7410571.445595855,Pirapora do Bom Jesus
