origem,destino,classe_media,classe_moda,n_amostras
83,95,2.5294117647058822,A,17
83,96,1.875,A,8
83,97,1.6666666666666667,A,6
83,103,1.1666666666666667,A,6
83,104,2.0,A,6
83,340,2.375,A,8
84,30,2.142857142857143,B1,7
84,31,3.0,B2,5
84,35,3.6,B2,5
84,70,2.8,B1,5
84,75,2.0,A,5
84,80,2.0,B1,12
84,83,2.3333333333333335,B2,6
84,85,2.5517241379310347,B2,29
84,86,2.8461538461538463,B2,13
84,87,1.4444444444444444,A,9
84,88,3.142857142857143,B1,21
84,89,3.0,B2,5
84,93,2.2916666666666665,B2,24
84,94,2.8333333333333335,B2,6
84,97,1.7777777777777777,A,9
85,30,2.0,B1,6
85,34,1.0,A,6
85,36,1.6,A,5
85,82,1.2,A,5
85,84,2.533333333333333,B2,30
85,87,1.5714285714285714,B1,7
85,88,1.5416666666666667,A,24
85,93,2.0,A,30
85,94,2.125,B1,8
86,51,1.4,A,5
86,77,2.6,B2,5
86,84,2.8461538461538463,B2,13
86,87,2.3636363636363638,B2,11
86,88,2.9166666666666665,B2,12
87,3,1.4,A,5
87,31,1.7777777777777777,A,9
87,32,2.142857142857143,A,7
87,77,2.357142857142857,B1,14
87,78,2.5,B1,6
87,80,2.875,B1,8
87,82,1.9166666666666667,A,12
87,83,2.5,A,22
87,84,1.5,A,8
87,85,1.6666666666666667,B1,6
87,86,2.3636363636363638,B2,11
87,88,2.5,B2,42
87,92,2.2,B1,5
87,93,2.875,B1,8
87,95,2.6,B2,10
87,100,2.1818181818181817,B1,11
88,29,2.142857142857143,A,7
88,31,3.2,B2,5
88,68,2.2,B1,5
88,69,3.0,B2,5
88,77,2.75,B2,8
88,79,2.0,A,6
88,80,2.8,B1,10
88,82,2.0,A,6
88,83,2.3333333333333335,B1,9
88,84,3.0,B1,23
88,85,1.5454545454545454,A,22
88,86,2.8,B2,15
88,87,2.4878048780487805,B2,41
88,89,1.8333333333333333,A,6
88,90,2.6818181818181817,B2,22
88,93,2.3333333333333335,B2,12
88,94,2.923076923076923,B2,13
88,96,2.1666666666666665,B2,6
88,100,2.15,A,20
88,101,1.2,A,5
88,301,2.857142857142857,B2,7
89,29,2.4,B1,5
89,83,3.2222222222222223,A,9
89,93,2.5714285714285716,B2,7
89,94,2.0,A,5
89,95,2.6153846153846154,B1,13
89,100,3.625,B2,8
90,31,1.7142857142857142,A,7
90,83,2.4,B2,5
90,88,2.625,B2,24
90,93,3.1666666666666665,B2,6
90,94,3.0,B2,5
90,97,1.8333333333333333,B1,6
90,100,3.5384615384615383,C2,13
90,101,2.625,B2,8
90,104,2.25,B1,8
91,36,1.8,A,5
91,37,2.2,A,5
91,90,1.6666666666666667,A,6
91,92,2.3333333333333335,A,6
91,99,4.166666666666667,B2,6
91,100,4.25,C2,8
91,109,2.6,A,5
91,127,4.25,C1,12
92,36,2.4,B2,15
92,37,2.5714285714285716,B2,7
92,87,2.2,B1,5
92,91,2.4285714285714284,B2,7
92,140,1.6666666666666667,A,6
93,5,3.4285714285714284,B2,14
93,29,2.4285714285714284,B1,7
93,31,3.3333333333333335,C1,6
93,33,1.0,A,5
93,36,2.3846153846153846,A,13
93,37,3.2,B2,5
93,84,2.3703703703703702,B2,27
93,85,2.0,A,30
93,87,2.875,B1,8
93,88,2.272727272727273,B2,11
93,89,2.5,B2,6
93,90,3.1666666666666665,B2,6
93,94,3.0714285714285716,B1,14
93,103,1.6,A,5
93,116,4.444444444444445,C1,9
94,33,2.2,B2,5
94,84,2.75,B2,8
94,85,2.142857142857143,B1,7
94,87,2.6,B2,5
94,88,3.0,B2,14
94,89,2.0,A,5
94,90,3.0,B2,5
94,93,3.0833333333333335,B1,12
94,100,2.7142857142857144,B2,7
94,101,1.5,A,8
94,105,2.1666666666666665,A,6
95,77,1.1428571428571428,A,7
95,80,2.142857142857143,B1,7
95,81,1.4,A,5
95,82,1.5833333333333333,A,12
95,83,2.6,A,15
95,87,2.272727272727273,B2,11
95,89,2.6153846153846154,B1,13
95,96,1.4285714285714286,A,7
95,97,1.45,A,20
95,101,2.4285714285714284,A,7
95,104,2.0,B1,6
95,107,1.4285714285714286,A,7
96,69,1.3333333333333333,A,6
96,79,1.3333333333333333,A,6
96,80,1.875,A,8
96,81,1.625,A,16
96,82,2.1538461538461537,B1,13
96,83,1.6666666666666667,A,12
96,88,2.1666666666666665,B2,6
96,95,1.5,A,6
96,97,1.9268292682926829,A,41
96,101,2.6,B2,5
96,102,2.6,B2,5
96,105,1.4285714285714286,A,7
96,268,2.2,B1,5
97,31,1.7,A,10
97,68,1.2,A,5
97,74,1.4,A,5
97,77,1.7692307692307692,B1,13
97,82,1.6153846153846154,A,13
97,83,1.8,A,5
97,84,2.0,A,7
97,90,1.8333333333333333,B1,6
97,95,1.4761904761904763,A,21
97,96,1.9047619047619047,A,42
97,100,1.8235294117647058,A,17
97,102,2.2666666666666666,B2,15
97,104,2.1,A,10
97,105,2.2222222222222223,A,9
97,107,1.3,A,10
97,320,1.8,A,5
97,340,1.0,A,12
98,100,3.5238095238095237,C1,21
98,102,3.142857142857143,B2,7
98,113,4.2,C1,5
99,91,4.166666666666667,B2,6
99,100,3.4444444444444446,B2,27
100,87,2.1818181818181817,B1,11
100,88,2.15,A,20
100,89,3.625,B2,8
100,90,3.2222222222222223,B2,18
100,91,4.0,C2,9
100,95,2.0,A,6
100,97,1.8235294117647058,A,17
100,98,3.5714285714285716,C1,21
100,99,3.423076923076923,B2,26
100,102,2.5,A,12
100,103,1.72,A,25
100,104,2.2941176470588234,B1,17
100,105,1.7,B1,10
100,106,3.5,B1,6
100,107,2.75,B2,8
100,109,3.4615384615384617,C1,13
100,110,4.125,B2,8
100,111,2.2222222222222223,B2,9
100,116,4.0,C1,10
100,117,4.0,C1,5
100,118,4.545454545454546,C2,11
100,122,4.8,C2,5
100,511,4.166666666666667,C2,6
101,88,1.2,A,5
101,90,2.5714285714285716,A,7
101,94,1.5,A,8
101,95,2.25,A,8
101,96,2.6,B2,5
101,102,3.875,C2,8
101,104,2.1818181818181817,A,11
102,64,2.2,A,5
102,96,2.6,B2,5
102,97,2.2142857142857144,A,14
102,98,3.0,B2,7
102,100,2.5,A,12
102,101,3.875,C2,8
102,103,1.4285714285714286,A,7
102,104,1.5,A,12
102,105,2.2857142857142856,B2,7
102,107,1.875,A,8
103,82,1.6,A,5
103,83,1.1666666666666667,A,6
103,100,1.7692307692307692,A,26
103,102,1.0,A,6
103,104,2.3333333333333335,B2,9
103,340,1.2,A,5
104,83,2.0,A,6
104,90,2.142857142857143,B1,7
104,95,2.0,B1,6
104,97,2.0,A,9
104,100,2.3333333333333335,B1,18
104,101,2.0833333333333335,A,12
104,102,1.4545454545454546,A,11
104,103,2.3333333333333335,B2,9
104,105,1.8571428571428572,A,28
104,106,3.727272727272727,B2,11
104,107,2.4482758620689653,B1,29
104,108,2.8181818181818183,A,11
105,80,2.2,B1,5
105,82,2.0,A,8
105,96,1.3333333333333333,A,6
105,97,2.2222222222222223,A,9
105,100,1.7,B1,10
105,102,2.1666666666666665,B2,6
105,104,1.8571428571428572,A,28
105,106,4.678571428571429,C2,28
105,107,1.872340425531915,B1,47
105,108,3.3846153846153846,C1,13
105,111,2.6,B1,5
105,511,2.4,A,5
105,518,4.0,C1,5
106,100,3.8,C2,5
106,104,3.8,B2,10
106,105,4.814814814814815,C2,27
106,108,4.733333333333333,C2,30
106,509,4.285714285714286,C2,7
107,82,1.8,B1,5
107,95,1.5,A,8
107,97,1.3,A,10
107,100,2.6666666666666665,B2,9
107,102,1.875,A,8
107,104,2.4482758620689653,B1,29
107,105,1.872340425531915,B1,47
107,106,3.6666666666666665,B2,6
107,108,2.8181818181818183,A,11
107,508,3.3333333333333335,C1,6
107,511,2.2,B1,5
108,104,2.8181818181818183,A,11
108,105,3.5,C1,12
108,106,4.96,C2,25
108,107,2.9375,B2,16
108,113,3.8,B2,10
108,511,4.111111111111111,C1,9
109,82,2.0,A,5
109,91,2.3333333333333335,A,6
109,100,3.4615384615384617,C1,13
109,110,3.9444444444444446,B2,18
109,111,3.7058823529411766,B2,17
109,112,4.266666666666667,C2,15
109,115,3.5,B2,10
109,116,4.333333333333333,C1,15
109,125,4.4,C1,10
109,127,3.25,B2,8
110,100,3.888888888888889,B2,9
110,109,3.9444444444444446,B2,18
110,127,3.4285714285714284,B1,7
111,100,2.3,B2,10
111,109,3.7058823529411766,B2,17
111,112,3.6666666666666665,C1,9
111,113,3.0,A,10
111,126,3.8,B2,5
112,109,4.285714285714286,C2,14
112,111,3.6666666666666665,C1,9
112,113,2.857142857142857,B2,7
112,116,3.1666666666666665,B1,6
113,98,4.2,C1,5
113,108,3.727272727272727,B2,11
113,111,3.0,A,10
113,112,2.857142857142857,B2,7
113,117,4.333333333333333,C1,6
113,511,4.0,C1,17
115,109,3.8333333333333335,B2,6
115,112,3.6,B2,5
115,116,3.409090909090909,C1,22
115,118,4.2727272727272725,C1,11
116,93,4.444444444444445,C1,9
116,100,4.25,C1,8
116,109,4.333333333333333,C1,15
116,112,2.8,B1,5
116,115,3.391304347826087,C1,23
116,118,3.8333333333333335,C1,6
116,119,4.285714285714286,C1,7
116,121,3.8333333333333335,B2,6
116,122,4.166666666666667,B2,12
116,126,3.8333333333333335,C1,6
117,113,3.5,C1,8
117,118,4.666666666666667,C2,9
117,119,5.0,C1,5
118,100,4.545454545454546,C2,11
118,115,4.2727272727272725,C1,11
118,116,3.8333333333333335,C1,6
118,117,4.666666666666667,C2,9
119,116,4.285714285714286,C1,7
119,117,5.0,C1,5
119,345,2.6,A,10
121,116,3.8333333333333335,B2,6
121,123,4.833333333333333,C2,6
121,124,3.4444444444444446,C2,9
121,127,4.666666666666667,C2,6
121,144,4.8,C2,10
122,100,4.8,C2,5
122,116,4.153846153846154,B2,13
122,125,4.083333333333333,C2,12
122,127,4.571428571428571,B2,7
123,121,4.857142857142857,C2,7
123,124,3.6842105263157894,C1,19
123,126,4.6,C2,5
124,121,3.25,A,8
124,122,4.0,B2,6
124,123,3.7222222222222223,C1,18
124,126,4.28,C2,25
124,127,4.5,B2,12
124,138,4.4,C1,5
124,142,5.5,D-E,10
125,109,4.444444444444445,C1,9
125,122,4.166666666666667,C2,12
125,126,3.2857142857142856,B1,7
125,127,3.411764705882353,C1,17
125,231,4.333333333333333,C2,6
126,111,3.8,B2,5
126,116,3.8333333333333335,C1,6
126,123,4.6,C2,5
126,124,4.296296296296297,C2,27
126,125,3.2857142857142856,B1,7
126,127,3.45,B2,20
126,139,3.8333333333333335,C1,6
126,140,3.1666666666666665,B2,6
127,91,4.25,C1,12
127,109,3.25,B2,8
127,110,3.5,B1,8
127,121,4.666666666666667,C2,6
127,122,4.571428571428571,B2,7
127,124,4.454545454545454,B2,11
127,125,3.5,C1,16
127,126,3.5238095238095237,B2,21
127,138,3.923076923076923,C1,13
127,139,3.4,B2,5
128,129,3.5384615384615383,B2,13
128,131,3.857142857142857,C1,7
128,133,3.727272727272727,B2,11
128,163,3.5714285714285716,B2,7
128,360,2.6,B2,5
129,2,4.4,B2,5
129,10,4.0,C1,5
129,128,3.125,B2,16
129,130,4.666666666666667,C2,6
129,133,3.769230769230769,C1,13
129,134,4.25,C1,8
129,135,3.2,B1,5
129,144,3.4285714285714284,B2,7
129,147,3.0,B2,6
129,153,2.4,B1,5
129,154,4.0,C2,6
129,163,3.375,C1,8
130,10,4.2,C1,5
130,12,4.428571428571429,C2,7
130,129,4.666666666666667,C2,6
130,131,4.7,D-E,10
130,132,4.875,D-E,8
130,135,4.666666666666667,C2,6
130,163,4.375,D-E,8
130,165,4.75,C2,8
131,9,4.0,C1,5
131,10,4.0,C1,6
131,128,3.857142857142857,C1,7
131,130,4.7,D-E,10
131,133,4.363636363636363,C2,11
131,136,3.6,C1,5
132,130,4.875,D-E,8
133,128,3.727272727272727,B2,11
133,129,3.769230769230769,C1,13
133,131,4.363636363636363,C2,11
133,134,3.2222222222222223,B2,9
133,135,3.0714285714285716,B2,14
133,137,2.727272727272727,B1,11
133,144,3.1666666666666665,B2,12
133,152,3.142857142857143,B2,7
133,165,4.8,D-E,5
134,129,4.25,C1,8
134,133,3.2222222222222223,B2,9
134,135,3.125,B2,8
134,136,2.3333333333333335,B1,12
134,137,3.6666666666666665,B2,12
134,141,4.8,C2,5
134,144,2.0526315789473686,A,19
134,152,3.25,B2,8
135,130,4.666666666666667,C2,6
135,133,3.0588235294117645,B2,17
135,134,2.7,B2,10
135,144,3.6363636363636362,C1,11
135,147,4.0,C1,5
135,152,2.6666666666666665,C1,12
135,154,3.6,B2,5
135,163,3.5,B2,6
135,165,3.0,A,5
136,8,3.6666666666666665,C1,6
136,131,3.6,C1,5
136,134,2.3333333333333335,B1,12
136,137,4.041666666666667,C2,24
136,138,4.8,C2,5
136,140,4.333333333333333,C2,6
137,37,1.0,A,5
137,133,2.727272727272727,B1,11
137,134,3.6666666666666665,B2,12
137,136,4.041666666666667,C2,24
137,140,4.875,C1,8
137,141,3.4285714285714284,B2,7
137,144,4.285714285714286,B2,7
138,124,4.333333333333333,C1,6
138,127,3.923076923076923,C1,13
138,136,4.8,C2,5
138,139,2.9375,A,16
138,140,3.75,B2,12
138,144,3.2,B2,5
139,84,3.0,B2,6
139,126,3.8333333333333335,C1,6
139,127,3.4,B2,5
139,138,2.9375,A,16
139,140,4.0,C1,8
139,141,3.2222222222222223,B2,9
140,92,1.8,A,5
140,126,3.1666666666666665,B2,6
140,136,4.333333333333333,C2,6
140,137,5.0,C2,7
140,138,3.8181818181818183,B2,11
140,139,4.0,C1,8
141,134,4.5,C2,6
141,137,3.4285714285714284,B2,7
141,139,3.2,B2,10
141,142,4.857142857142857,C2,14
141,144,4.357142857142857,C2,14
141,145,3.8,C2,10
142,124,5.5,D-E,10
142,141,4.857142857142857,C2,14
144,121,4.8,C2,10
144,129,3.5,B2,6
144,133,3.1818181818181817,C1,11
144,134,2.0,A,20
144,135,3.4615384615384617,C1,13
144,137,4.285714285714286,B2,7
144,141,4.357142857142857,C2,14
144,145,3.375,B1,16
144,147,3.8333333333333335,B2,6
144,148,2.8181818181818183,C1,11
144,153,3.1666666666666665,B2,6
144,154,2.3333333333333335,A,6
145,141,3.8,C2,10
145,144,3.375,B1,16
147,129,3.142857142857143,B2,7
147,135,4.0,C1,5
147,144,3.8333333333333335,B2,6
147,148,3.727272727272727,B2,11
147,151,3.3333333333333335,B1,6
147,154,3.6,C1,10
148,144,2.6363636363636362,C1,11
148,147,3.727272727272727,B2,11
148,152,1.8,A,5
148,153,3.272727272727273,B2,11
150,151,4.222222222222222,B2,9
150,153,3.4,B2,5
151,147,3.3333333333333335,B1,6
151,150,4.222222222222222,B2,9
151,154,3.909090909090909,C1,11
151,155,4.2,C1,10
151,156,4.125,B2,8
152,129,2.6,B2,5
152,133,3.142857142857143,B2,7
152,134,3.2857142857142856,B2,7
152,135,2.8181818181818183,B2,11
152,148,1.8,A,5
152,153,2.230769230769231,B2,13
152,154,3.411764705882353,B2,17
152,158,3.4,B2,5
152,163,2.6666666666666665,B2,6
153,129,2.2857142857142856,A,7
153,144,3.1666666666666665,B2,6
153,148,3.272727272727273,B2,11
153,150,3.4,B2,5
153,152,2.076923076923077,B2,13
153,154,3.0714285714285716,B2,14
154,129,4.0,C2,6
154,135,3.6,B2,5
154,144,2.3333333333333335,A,6
154,147,3.7777777777777777,C1,9
154,151,3.8,C1,10
154,152,3.411764705882353,B2,17
154,153,3.076923076923077,B2,13
154,155,4.2,C2,5
154,156,3.1923076923076925,B2,26
154,158,3.090909090909091,C1,11
154,159,4.0,B1,9
154,165,3.0,B2,5
155,151,4.2,C1,10
155,154,4.2,C2,5
155,156,4.55,C2,20
155,370,4.571428571428571,C2,7
156,151,4.142857142857143,B2,7
156,154,3.1923076923076925,B2,26
156,155,4.55,C2,20
156,157,4.0,C1,5
156,159,3.8947368421052633,B2,19
157,156,3.8333333333333335,C1,6
157,158,3.5,B2,6
157,159,4.482758620689655,C2,29
158,154,3.090909090909091,C1,11
158,157,3.5,B2,6
158,159,4.333333333333333,C2,12
158,163,4.6,C2,10
159,154,3.9,B2,10
159,156,3.9,B2,20
159,157,4.428571428571429,C2,28
159,158,4.363636363636363,C2,11
159,160,3.5714285714285716,B2,7
159,162,3.857142857142857,C2,7
160,159,3.5714285714285716,B2,7
160,161,4.5,C1,6
160,162,4.214285714285714,C2,14
160,163,4.083333333333333,C1,12
161,160,4.5,C1,6
161,162,4.615384615384615,C1,13
162,159,3.8333333333333335,C2,6
162,160,4.214285714285714,C2,14
162,161,4.615384615384615,C1,13
162,164,4.2,C2,5
163,9,2.2,B2,5
163,128,3.6666666666666665,B2,6
163,129,3.3333333333333335,C1,9
163,130,4.375,D-E,8
163,135,3.142857142857143,B2,7
163,152,2.6666666666666665,B2,6
163,158,4.5,C1,8
163,160,4.090909090909091,C1,11
163,164,4.0,B2,9
163,165,3.6818181818181817,C1,22
164,11,4.285714285714286,C1,7
164,162,4.0,B2,6
164,163,3.7142857142857144,B2,7
164,165,4.0,C1,5
165,12,4.0,C1,5
165,129,3.6,B1,5
165,130,4.555555555555555,C2,9
165,135,3.0,A,5
165,154,3.0,B2,5
165,163,3.6666666666666665,C1,21
165,164,4.0,C1,5
166,39,4.0,C1,5
166,41,3.0,B2,5
166,48,2.8333333333333335,B2,6
166,167,3.0,B1,10
166,168,3.1,B2,10
166,169,2.642857142857143,B2,14
166,208,2.9545454545454546,B2,22
166,210,2.2777777777777777,B2,18
167,39,3.7777777777777777,B2,9
167,41,2.8,B2,5
167,43,2.6666666666666665,B2,6
167,48,3.5,A,6
167,166,3.0,B1,10
167,168,2.5454545454545454,B2,11
167,169,2.6,B1,10
167,170,3.6666666666666665,C1,6
167,171,3.4,B2,5
167,208,3.1666666666666665,C1,6
167,210,2.1666666666666665,B2,6
167,213,2.8333333333333335,A,6
167,214,3.5,B2,8
168,39,4.3,C1,10
168,41,3.4444444444444446,B2,9
168,43,2.8333333333333335,A,6
168,48,2.1333333333333333,B1,15
168,166,3.2,B2,10
168,167,2.5,B2,10
168,169,3.75,B2,12
168,210,2.888888888888889,B2,9
169,41,2.8,B1,5
169,48,2.1666666666666665,B1,6
169,166,2.5714285714285716,B2,14
169,167,2.4,B1,5
169,168,3.857142857142857,B2,14
169,170,3.3333333333333335,B2,15
169,171,3.6,B2,5
169,190,3.2,B2,5
169,198,3.6,B2,5
169,209,3.3333333333333335,C1,6
169,210,2.6,B2,5
169,403,4.0,C1,6
170,167,3.6,C1,5
170,169,3.388888888888889,B2,18
170,171,3.857142857142857,C1,7
170,174,3.6666666666666665,C1,12
170,175,2.6,A,5
170,176,3.888888888888889,C1,9
170,177,4.277777777777778,C2,18
170,180,4.75,C2,8
170,183,3.9166666666666665,C1,12
170,214,3.2,B2,5
170,219,2.8333333333333335,B1,6
171,167,4.2,B2,5
171,169,3.5,B2,6
171,170,3.75,C1,8
171,172,3.526315789473684,C1,19
171,175,3.6,B2,5
171,176,3.1818181818181817,C1,11
172,171,3.5,C1,20
172,173,3.0,B2,12
172,182,4.0,B2,6
172,183,4.6,C2,5
173,172,3.0,B2,11
173,183,3.888888888888889,B2,9
174,170,3.6666666666666665,C1,12
174,175,3.6,C1,5
174,176,4.555555555555555,C2,9
175,171,3.6,B2,5
175,174,3.6,C1,5
175,176,3.8,B2,5
176,170,3.875,B2,8
176,171,3.1818181818181817,C1,11
176,174,4.555555555555555,C2,9
176,175,3.8,B2,5
176,177,4.678571428571429,C2,28
177,11,4.8,C2,5
177,170,4.294117647058823,C2,17
177,176,4.655172413793103,C2,29
178,180,5.454545454545454,C2,11
180,170,4.75,C2,8
180,178,5.5,C2,10
180,181,4.111111111111111,C1,27
180,182,3.6,B2,5
180,194,2.2,B1,5
181,180,4.111111111111111,C1,27
181,182,3.727272727272727,B2,11
181,184,3.888888888888889,C1,9
181,187,3.857142857142857,B1,14
182,172,4.2,B2,5
182,173,3.6,B2,5
182,180,3.6,B2,5
182,181,3.727272727272727,B2,11
182,183,4.230769230769231,C1,13
182,184,3.4,C1,5
182,188,3.4,B2,5
182,197,2.0,A,6
183,170,3.9166666666666665,C1,12
183,172,4.6,C2,5
183,173,3.8,B2,10
183,182,4.214285714285714,C1,14
183,184,4.2,C1,5
183,217,2.5555555555555554,B1,9
184,181,3.888888888888889,C1,9
184,182,3.4,C1,5
184,183,4.2,C1,5
184,185,4.571428571428571,C2,7
184,193,4.3,C2,10
185,184,4.571428571428571,C2,7
185,186,4.0,C1,33
185,188,4.6,C2,5
186,185,3.96875,C1,32
186,187,3.3333333333333335,B2,6
186,188,3.8333333333333335,B2,6
186,198,4.0,B2,6
187,181,3.923076923076923,B1,13
187,186,3.3333333333333335,B2,6
187,197,4.888888888888889,C2,9
187,198,5.0,C1,7
187,199,5.0,C2,5
188,182,3.4,B2,5
188,185,4.6,C2,5
188,186,3.5714285714285716,B1,7
188,195,4.090909090909091,C1,11
188,196,3.6363636363636362,B2,11
188,197,3.533333333333333,B2,15
188,198,4.142857142857143,B2,14
188,206,3.2,C1,5
189,190,3.625,B2,8
189,226,3.909090909090909,C1,11
190,169,3.2,B2,5
190,189,3.875,B2,8
190,196,3.2857142857142856,B2,7
190,222,3.3333333333333335,B2,9
190,223,3.875,C1,16
190,226,4.1,C1,10
191,203,3.6,B2,10
191,226,4.0,C1,5
192,193,3.7142857142857144,C2,7
192,194,5.0,C1,11
193,184,4.3,C2,10
193,192,3.7142857142857144,C2,7
193,194,4.6,C2,5
193,195,3.0,B1,6
193,217,4.0,C1,6
194,180,2.2,B1,5
194,192,5.0,C1,12
194,193,4.6,C2,5
194,195,4.0,C1,5
195,188,4.1,C1,10
195,193,3.0,B1,6
195,194,4.0,C1,5
195,196,3.533333333333333,B2,15
196,188,3.6666666666666665,B2,9
196,190,3.2857142857142856,B2,7
196,195,3.625,B2,16
196,197,3.6,B2,10
196,198,3.6666666666666665,B2,12
196,202,3.857142857142857,B2,7
196,203,3.5,B2,6
197,182,2.0,A,6
197,187,4.888888888888889,C2,9
197,188,3.3529411764705883,B2,17
197,196,3.6666666666666665,B2,9
197,198,3.896551724137931,B2,29
197,199,3.5,B2,6
198,186,4.142857142857143,C2,7
198,187,5.0,C1,7
198,188,4.230769230769231,B2,13
198,195,3.6,B2,5
198,196,3.533333333333333,B2,15
198,197,3.896551724137931,B2,29
198,199,4.142857142857143,C2,7
198,200,4.5,C1,6
198,201,3.6,B2,5
198,202,3.8,B2,10
198,206,3.6,B2,5
199,187,5.0,C2,5
199,197,3.5,B2,6
199,198,3.875,C2,8
199,200,4.0,C1,9
199,201,3.8,C2,5
200,198,4.5,C1,6
200,199,3.9,C1,10
200,201,4.0,B2,5
200,206,4.7368421052631575,C2,19
200,207,4.379310344827586,C1,29
201,198,3.6,B2,5
201,199,3.8,C2,5
201,200,4.0,B2,5
201,202,4.363636363636363,B2,11
201,205,4.428571428571429,C2,7
201,206,4.555555555555555,C1,18
202,196,4.2,C2,5
202,198,3.6666666666666665,B2,12
202,201,4.333333333333333,B2,12
202,203,4.1875,C2,16
202,206,4.333333333333333,C1,6
203,191,3.6,B2,10
203,196,3.5,B2,6
203,202,4.1875,C2,16
203,204,4.285714285714286,C1,7
203,227,4.714285714285714,C2,7
204,203,4.166666666666667,C1,6
204,206,4.6,C2,5
204,227,4.0,B2,11
204,396,4.0,C1,5
205,201,4.428571428571429,C2,7
205,206,4.545454545454546,C2,11
205,207,4.066666666666666,C1,15
205,396,4.181818181818182,C1,11
205,399,4.571428571428571,C2,7
206,188,3.2,C1,5
206,198,3.6,B2,5
206,200,4.7368421052631575,C2,19
206,201,4.555555555555555,C1,18
206,202,4.285714285714286,C1,7
206,204,4.5,C1,6
206,205,4.615384615384615,C2,13
206,207,4.733333333333333,C2,15
207,200,4.333333333333333,C1,30
207,205,4.0,C1,14
207,206,4.733333333333333,C2,15
207,399,5.4,D-E,20
207,400,4.4,C1,5
208,166,3.0,B2,20
208,167,3.2857142857142856,C1,7
208,170,4.2,C1,5
208,209,3.1818181818181817,B2,11
209,208,3.272727272727273,B2,11
209,210,2.25,A,8
209,211,3.625,B2,8
209,213,3.8,B2,5
209,219,4.166666666666667,C1,6
210,166,2.2777777777777777,B2,18
210,167,2.4285714285714284,B2,7
210,168,2.888888888888889,B2,9
210,209,2.6666666666666665,A,9
210,211,3.1,B2,10
210,212,4.0,C1,5
210,213,3.5555555555555554,C2,9
210,219,2.8,B2,5
211,209,3.2857142857142856,B2,7
211,210,3.3636363636363638,B2,11
211,212,3.142857142857143,B2,7
211,257,3.375,B2,8
212,210,4.166666666666667,C1,6
212,211,3.1666666666666665,B2,6
212,213,3.85,C1,20
213,167,2.857142857142857,A,7
213,209,3.8,B2,5
213,210,3.375,B2,8
213,212,3.9047619047619047,C1,21
213,221,3.0,B1,9
214,167,3.6666666666666665,C1,6
214,170,3.2,B2,5
214,215,3.3,C1,10
214,216,3.142857142857143,B2,7
214,219,3.0,B1,9
215,214,3.3,C1,10
215,216,4.777777777777778,C2,9
215,218,4.4,C2,5
215,219,3.611111111111111,C1,18
216,214,3.142857142857143,B2,7
216,215,4.777777777777778,C2,9
216,218,3.642857142857143,B1,14
217,183,2.5555555555555554,B1,9
217,193,4.0,C1,6
218,215,4.4,C2,5
218,216,3.642857142857143,B1,14
218,220,3.7777777777777777,B2,9
218,222,3.4,B1,5
219,170,2.8333333333333335,B1,6
219,209,4.166666666666667,C1,6
219,210,2.8,B2,5
219,214,3.0,B1,9
219,215,3.7058823529411766,C1,17
219,221,3.7142857142857144,C1,14
220,169,4.0,C1,5
220,218,3.6666666666666665,B2,9
220,222,3.4761904761904763,B2,21
221,213,3.0,B1,9
221,219,3.7142857142857144,C1,14
221,222,3.8,B1,10
222,190,3.6,B2,5
222,218,3.4,B1,5
222,219,3.4,B2,5
222,220,3.4761904761904763,B2,21
222,221,4.25,D-E,8
222,223,3.8,C2,15
222,224,3.3333333333333335,B2,6
222,226,4.666666666666667,D-E,6
223,190,3.75,C1,16
223,222,3.7857142857142856,C2,14
223,225,4.0,C1,7
223,229,4.8,C2,5
223,232,5.4,C2,5
224,222,3.3333333333333335,B2,6
225,223,4.0,C1,7
225,226,3.6,C1,5
225,227,4.666666666666667,C2,6
225,229,3.8260869565217392,B2,23
225,232,4.333333333333333,C2,9
225,267,4.4,C1,5
226,189,3.909090909090909,C1,11
226,190,3.888888888888889,C1,9
226,191,4.333333333333333,C1,6
226,222,4.666666666666667,D-E,6
226,225,3.6,C1,5
226,227,4.230769230769231,C1,13
227,203,4.714285714285714,C2,7
227,204,4.0,B2,13
227,225,4.666666666666667,C2,6
227,226,4.266666666666667,C1,15
227,228,4.916666666666667,C2,12
227,229,4.5,C2,14
227,398,4.714285714285714,D-E,7
228,43,4.4,C2,5
228,227,4.916666666666667,C2,12
228,229,4.25,C1,8
229,223,4.8,C2,5
229,225,3.875,B2,24
229,227,4.533333333333333,C2,15
229,228,4.25,C1,8
229,230,4.473684210526316,C2,38
229,233,3.6666666666666665,B2,6
230,227,4.4,C1,5
230,229,4.444444444444445,C2,36
231,125,4.333333333333333,C2,6
231,232,4.909090909090909,D-E,11
231,265,4.6,C2,5
232,223,5.4,C2,5
232,225,4.25,C2,8
232,231,4.909090909090909,D-E,11
233,229,3.6666666666666665,B2,6
233,235,4.571428571428571,C2,7
233,254,4.8,C2,5
233,264,4.666666666666667,C1,6
233,267,4.428571428571429,C1,7
234,235,4.823529411764706,C2,17
234,265,5.2,C2,5
235,233,4.571428571428571,C2,7
235,234,4.823529411764706,C2,17
235,264,3.6666666666666665,B2,6
235,267,4.444444444444445,C1,9
236,54,2.2,B1,5
236,237,3.1875,B1,16
236,238,2.5555555555555554,B1,9
236,239,3.238095238095238,B2,21
236,240,3.6,B2,10
